cd_id,date,transit_delay_index
BX-07,2024-11-09,23.3
BX-07,2024-11-10,25.35
BX-07,2024-11-11,25.12
BX-07,2024-11-12,24.32
BX-07,2024-11-13,27.11
BX-07,2024-11-14,26.91
BX-07,2024-11-15,25.26
BX-07,2024-11-16,23.91
BX-07,2024-11-17,24.13
BX-07,2024-11-18,38.41
BX-07,2024-11-19,29.53
BX-07,2024-11-20,26.52
BX-07,2024-11-21,25.32
BX-07,2024-11-22,24.56
BX-07,2024-11-23,21.82
BX-07,2024-11-24,23.46
BX-07,2024-11-25,22.81
BX-07,2024-11-26,23.6
BX-07,2024-11-27,31.51
BX-07,2024-11-28,33.07
BX-07,2024-11-29,24.14
BX-07,2024-11-30,25.75
BX-07,2024-12-01,23.01
BX-07,2024-12-02,23.54
BX-07,2024-12-03,25.86
BX-07,2024-12-04,28.85
BX-07,2024-12-05,25.06
BX-07,2024-12-06,22.32
BX-07,2024-12-07,21.61
BX-07,2024-12-08,21.53
BX-07,2024-12-09,22.2
BX-07,2024-12-10,29.5
BX-07,2024-12-11,28.95
BX-07,2024-12-12,27.88
BX-07,2024-12-13,28.18
BX-07,2024-12-14,27.47
BX-07,2024-12-15,25.84
BX-07,2024-12-16,22.16
BX-07,2024-12-17,22.57
BX-07,2024-12-18,27.55
BX-07,2024-12-19,22.42
BX-07,2024-12-20,22.89
BX-07,2024-12-21,23.74
BX-07,2024-12-22,18.91
BX-07,2024-12-23,24.09
BX-07,2024-12-24,21.6
BX-07,2024-12-25,28.98
BX-07,2024-12-26,21.1
BX-07,2024-12-27,22.73
BX-07,2024-12-28,19.62
BX-07,2024-12-29,20.03
BX-07,2024-12-30,20.71
BX-07,2024-12-31,22.25
BX-07,2025-01-01,22.18
BX-07,2025-01-02,19.16
BX-07,2025-01-03,19.52
BX-07,2025-01-04,19.94
BX-07,2025-01-05,23.31
BX-07,2025-01-06,23.29
BX-07,2025-01-07,22.17
BX-07,2025-01-08,23.19
BX-07,2025-01-09,25.52
BX-07,2025-01-10,28.13
BX-07,2025-01-11,19.68
BX-07,2025-01-12,28.55
BX-07,2025-01-13,20.18
BX-07,2025-01-14,21.49
BX-07,2025-01-15,24.54
BX-07,2025-01-16,22.53
BX-07,2025-01-17,21.19
BX-07,2025-01-18,19.19
BX-07,2025-01-19,17.65
BX-07,2025-01-20,17.45
BX-07,2025-01-21,22.1
BX-07,2025-01-22,21.88
BX-07,2025-01-23,29.24
BX-07,2025-01-24,25.69
BX-07,2025-01-25,23.44
BX-07,2025-01-26,23.19
BX-07,2025-01-27,23.17
BX-07,2025-01-28,32.58
BX-07,2025-01-29,25.4
BX-07,2025-01-30,20.7
BX-07,2025-01-31,23.57
BX-07,2025-02-01,24.19
BX-07,2025-02-02,24.31
BX-07,2025-02-03,19.74
BX-07,2025-02-04,24.94
BX-07,2025-02-05,21.45
BX-07,2025-02-06,18.45
BX-07,2025-02-07,21.73
BX-07,2025-02-08,21.43
BX-07,2025-02-09,20.25
BX-07,2025-02-10,20.82
BX-07,2025-02-11,21.62
BX-07,2025-02-12,26.67
BX-07,2025-02-13,20.67
BX-07,2025-02-14,25.62
BX-07,2025-02-15,21.3
BX-07,2025-02-16,23.46
BX-07,2025-02-17,31.74
BX-07,2025-02-18,22.03
BX-07,2025-02-19,22.2
BX-07,2025-02-20,20.47
BX-07,2025-02-21,22.98
BX-07,2025-02-22,27.05
BX-07,2025-02-23,20.71
BX-07,2025-02-24,20.65
BX-07,2025-02-25,20.11
BX-07,2025-02-26,21.99
BX-07,2025-02-27,21.2
BX-07,2025-02-28,25.3
BX-07,2025-03-01,20.17
BX-07,2025-03-02,23.38
BX-07,2025-03-03,23.28
BX-07,2025-03-04,23.52
BX-07,2025-03-05,22.31
BX-07,2025-03-06,27.96
BX-07,2025-03-07,30.96
BX-07,2025-03-08,27.31
BX-07,2025-03-09,28.03
BX-07,2025-03-10,21.55
BX-07,2025-03-11,18.5
BX-07,2025-03-12,18.14
BX-07,2025-03-13,19.87
BX-07,2025-03-14,22.5
BX-07,2025-03-15,70.14
BX-07,2025-03-16,24.49
BX-07,2025-03-17,22.66
BX-07,2025-03-18,28.53
BX-07,2025-03-19,21.56
BX-07,2025-03-20,24.81
BX-07,2025-03-21,21.14
BX-07,2025-03-22,21.16
BX-07,2025-03-23,27.31
BX-07,2025-03-24,21.64
BX-07,2025-03-25,22.42
BX-07,2025-03-26,26.71
BX-07,2025-03-27,22.99
BX-07,2025-03-28,25.45
BX-07,2025-03-29,35.78
BX-07,2025-03-30,25.23
BX-07,2025-03-31,20.25
BX-07,2025-04-01,20.02
BX-07,2025-04-02,22.23
BX-07,2025-04-03,30.41
BX-07,2025-04-04,26.13
BX-07,2025-04-05,26.2
BX-07,2025-04-06,22.72
BX-07,2025-04-07,24.58
BX-07,2025-04-08,26.4
BX-07,2025-04-09,23.92
BX-07,2025-04-10,24.92
BX-07,2025-04-11,27.85
BX-07,2025-04-12,28.82
BX-07,2025-04-13,26.15
BX-07,2025-04-14,28.81
BX-07,2025-04-15,24.61
BX-07,2025-04-16,26.15
BX-07,2025-04-17,27.17
BX-07,2025-04-18,33.93
BX-07,2025-04-19,24.21
BX-07,2025-04-20,26.39
BX-07,2025-04-21,28.88
BX-07,2025-04-22,29.61
BX-07,2025-04-23,25.85
BX-07,2025-04-24,27.75
BX-07,2025-04-25,24.14
BX-07,2025-04-26,25.57
BX-07,2025-04-27,26.29
BX-07,2025-04-28,25.23
BX-07,2025-04-29,29.62
BX-07,2025-04-30,26.08
BX-07,2025-05-01,25.51
BX-07,2025-05-02,25.23
BX-07,2025-05-03,31.66
BX-07,2025-05-04,26.87
BX-07,2025-05-05,33.63
BX-07,2025-05-06,27.53
BX-07,2025-05-07,27.38
BX-07,2025-05-08,29.09
BX-07,2025-05-09,25.39
BX-07,2025-05-10,25.83
BX-07,2025-05-11,24.01
BX-07,2025-05-12,25.87
BX-07,2025-05-13,31.54
BX-07,2025-05-14,27.14
BX-07,2025-05-15,29.43
BX-07,2025-05-16,28.89
BX-07,2025-05-17,24.77
BX-07,2025-05-18,29.4
BX-07,2025-05-19,29.2
BX-07,2025-05-20,28.96
BX-07,2025-05-21,31.47
BX-07,2025-05-22,29.62
BX-07,2025-05-23,27.04
BX-07,2025-05-24,24.43
BX-07,2025-05-25,26.11
BX-07,2025-05-26,27.34
BX-07,2025-05-27,27.62
BX-07,2025-05-28,27.47
BX-07,2025-05-29,29.55
BX-07,2025-05-30,26.26
BX-07,2025-05-31,31.17
BX-07,2025-06-01,30.83
BX-07,2025-06-02,26.49
BX-07,2025-06-03,31.54
BX-07,2025-06-04,26.27
BX-07,2025-06-05,25.21
BX-07,2025-06-06,27.49
BX-07,2025-06-07,30.26
BX-07,2025-06-08,33.94
BX-07,2025-06-09,26.7
BX-07,2025-06-10,24.05
BX-07,2025-06-11,29.92
BX-07,2025-06-12,27.19
BX-07,2025-06-13,27.65
BX-07,2025-06-14,25.54
BX-07,2025-06-15,28.93
BX-07,2025-06-16,27.0
BX-07,2025-06-17,34.55
BX-07,2025-06-18,30.81
BX-07,2025-06-19,28.9
BX-07,2025-06-20,33.21
BX-07,2025-06-21,32.13
BX-07,2025-06-22,31.04
BX-07,2025-06-23,28.72
BX-07,2025-06-24,28.47
BX-07,2025-06-25,27.47
BX-07,2025-06-26,27.86
BX-07,2025-06-27,27.34
BX-07,2025-06-28,27.88
BX-07,2025-06-29,31.25
BX-07,2025-06-30,31.06
BX-07,2025-07-01,27.59
BX-07,2025-07-02,28.39
BX-07,2025-07-03,29.72
BX-07,2025-07-04,32.9
BX-07,2025-07-05,30.49
BX-07,2025-07-06,32.53
BX-07,2025-07-07,29.19
BX-07,2025-07-08,27.71
BX-07,2025-07-09,29.1
BX-07,2025-07-10,28.15
BX-07,2025-07-11,29.91
BX-07,2025-07-12,30.22
BX-07,2025-07-13,33.1
BX-07,2025-07-14,28.6
BX-07,2025-07-15,31.38
BX-07,2025-07-16,30.64
BX-07,2025-07-17,30.97
BX-07,2025-07-18,25.16
BX-07,2025-07-19,31.71
BX-07,2025-07-20,32.33
BX-07,2025-07-21,35.2
BX-07,2025-07-22,31.38
BX-07,2025-07-23,29.08
BX-07,2025-07-24,30.08
BX-07,2025-07-25,28.36
BX-07,2025-07-26,28.14
BX-07,2025-07-27,35.58
BX-07,2025-07-28,31.02
BX-07,2025-07-29,34.07
BX-07,2025-07-30,27.95
BX-07,2025-07-31,35.46
BX-07,2025-08-01,34.67
BX-07,2025-08-02,29.57
BX-07,2025-08-03,29.35
BX-07,2025-08-04,27.51
BX-07,2025-08-05,29.76
BX-07,2025-08-06,31.55
BX-07,2025-08-07,31.9
BX-07,2025-08-08,29.6
BX-07,2025-08-09,29.94
BX-07,2025-08-10,31.92
BX-07,2025-08-11,30.58
BX-07,2025-08-12,31.9
BX-07,2025-08-13,30.91
BX-07,2025-08-14,32.09
BX-07,2025-08-15,30.99
BX-07,2025-08-16,30.17
BX-07,2025-08-17,30.21
BX-07,2025-08-18,28.2
BX-07,2025-08-19,25.76
BX-07,2025-08-20,27.29
BX-07,2025-08-21,30.38
BX-07,2025-08-22,27.46
BX-07,2025-08-23,29.9
BX-07,2025-08-24,28.72
BX-07,2025-08-25,31.75
BX-07,2025-08-26,27.64
BX-07,2025-08-27,26.85
BX-07,2025-08-28,27.94
BX-07,2025-08-29,31.63
BX-07,2025-08-30,35.4
BX-07,2025-08-31,32.33
BX-07,2025-09-01,31.4
BX-07,2025-09-02,32.06
BX-07,2025-09-03,31.53
BX-07,2025-09-04,31.43
BX-07,2025-09-05,31.51
BX-07,2025-09-06,28.14
BX-07,2025-09-07,36.0
BX-07,2025-09-08,28.61
BX-07,2025-09-09,28.07
BX-07,2025-09-10,30.04
BX-07,2025-09-11,23.87
BX-07,2025-09-12,23.34
BX-07,2025-09-13,28.83
BX-07,2025-09-14,32.18
BX-07,2025-09-15,29.77
BX-07,2025-09-16,30.52
BX-07,2025-09-17,30.91
BX-07,2025-09-18,32.73
BX-07,2025-09-19,29.04
BX-07,2025-09-20,31.64
BX-07,2025-09-21,31.29
BX-07,2025-09-22,30.75
BX-07,2025-09-23,31.31
BX-07,2025-09-24,32.36
BX-07,2025-09-25,27.18
BX-07,2025-09-26,28.31
BX-07,2025-09-27,33.13
BX-07,2025-09-28,32.71
BX-07,2025-09-29,34.12
BX-07,2025-09-30,30.06
BX-07,2025-10-01,25.33
BX-07,2025-10-02,28.97
BX-07,2025-10-03,30.27
BX-07,2025-10-04,29.76
BX-07,2025-10-05,34.98
BX-07,2025-10-06,27.75
BX-07,2025-10-07,31.13
BX-07,2025-10-08,30.06
BX-07,2025-10-09,36.64
BX-07,2025-10-10,27.45
BX-07,2025-10-11,25.38
BX-07,2025-10-12,28.06
BX-07,2025-10-13,31.31
BX-07,2025-10-14,32.69
BX-07,2025-10-15,23.66
BX-07,2025-10-16,27.22
BX-07,2025-10-17,24.56
BX-07,2025-10-18,27.09
BX-07,2025-10-19,27.97
BX-07,2025-10-20,30.16
BX-07,2025-10-21,31.78
BX-07,2025-10-22,28.43
BX-07,2025-10-23,26.9
BX-07,2025-10-24,26.78
BX-07,2025-10-25,29.86
BX-07,2025-10-26,24.88
BX-07,2025-10-27,26.4
BX-07,2025-10-28,26.24
BX-07,2025-10-29,28.93
BX-07,2025-10-30,27.31
BX-07,2025-10-31,28.08
BX-07,2025-11-01,31.3
BX-07,2025-11-02,30.31
BX-07,2025-11-03,24.64
BX-07,2025-11-04,25.24
BX-07,2025-11-05,26.68
BX-07,2025-11-06,25.83
BX-07,2025-11-07,27.24
BX-07,2025-11-08,27.8
BX-07,2025-11-09,27.62
BX-07,2025-11-10,29.57
BX-07,2025-11-11,26.91
BX-07,2025-11-12,25.54
BX-07,2025-11-13,27.66
BX-07,2025-11-14,26.45
BX-07,2025-11-15,26.52
BX-07,2025-11-16,27.58
BX-07,2025-11-17,24.99
BX-07,2025-11-18,30.24
BX-07,2025-11-19,27.43
BX-07,2025-11-20,25.89
BX-07,2025-11-21,29.4
BX-07,2025-11-22,30.88
BX-07,2025-11-23,24.48
BX-07,2025-11-24,23.24
BX-07,2025-11-25,29.83
BX-07,2025-11-26,23.26
BX-07,2025-11-27,25.47
BX-07,2025-11-28,31.95
BX-07,2025-11-29,31.56
BX-07,2025-11-30,27.47
BX-07,2025-12-01,23.17
BX-07,2025-12-02,23.56
BX-07,2025-12-03,24.16
BX-07,2025-12-04,28.2
BX-07,2025-12-05,26.73
BX-07,2025-12-06,28.15
BX-07,2025-12-07,26.1
BX-07,2025-12-08,24.68
BX-07,2025-12-09,27.43
BX-07,2025-12-10,21.94
BX-07,2025-12-11,31.29
BX-07,2025-12-12,17.77
BX-07,2025-12-13,24.89
BX-07,2025-12-14,25.26
BX-07,2025-12-15,24.39
BX-07,2025-12-16,32.48
BX-07,2025-12-17,29.92
BX-07,2025-12-18,24.15
BX-07,2025-12-19,23.01
BX-07,2025-12-20,22.38
BX-07,2025-12-21,21.78
BX-07,2025-12-22,24.62
BX-07,2025-12-23,25.25
BX-07,2025-12-24,23.88
BX-07,2025-12-25,24.84
BX-07,2025-12-26,22.06
BX-07,2025-12-27,20.92
BX-07,2025-12-28,20.79
BX-07,2025-12-29,21.52
BX-07,2025-12-30,21.78
BX-07,2025-12-31,23.08
BX-07,2026-01-01,25.03
BX-07,2026-01-02,22.86
BX-07,2026-01-03,26.47
BX-07,2026-01-04,22.48
BX-07,2026-01-05,22.12
BX-07,2026-01-06,20.79
BX-07,2026-01-07,21.72
BX-07,2026-01-08,20.53
BX-07,2026-01-09,22.92
BX-07,2026-01-10,21.6
BX-07,2026-01-11,26.65
BX-07,2026-01-12,20.68
BX-07,2026-01-13,19.18
BX-07,2026-01-14,18.54
BX-07,2026-01-15,18.91
BX-07,2026-01-16,18.3
BX-07,2026-01-17,23.28
BX-07,2026-01-18,22.13
BX-07,2026-01-19,31.29
BX-07,2026-01-20,26.46
BX-07,2026-01-21,32.93
BX-07,2026-01-22,21.81
BX-07,2026-01-23,21.84
BX-07,2026-01-24,24.39
BX-07,2026-01-25,22.4
BX-07,2026-01-26,23.82
BX-07,2026-01-27,25.85
BX-07,2026-01-28,23.98
BX-07,2026-01-29,22.42
BX-07,2026-01-30,22.53
BX-07,2026-01-31,20.79
BX-07,2026-02-01,24.67
BX-07,2026-02-02,24.2
BX-07,2026-02-03,25.22
BX-07,2026-02-04,21.08
BX-07,2026-02-05,24.35
BX-07,2026-02-06,18.99
BX-07,2026-02-07,22.43
BX-07,2026-02-08,21.97
BX-07,2026-02-09,20.42
BX-07,2026-02-10,23.86
BX-07,2026-02-11,26.86
BX-07,2026-02-12,22.93
BX-07,2026-02-13,22.25
BX-07,2026-02-14,20.76
BX-07,2026-02-15,21.09
BX-07,2026-02-16,26.55
BX-07,2026-02-17,29.0
BX-07,2026-02-18,26.72
BX-07,2026-02-19,23.63
BX-07,2026-02-20,20.75
BX-07,2026-02-21,22.28
BX-07,2026-02-22,18.6
BX-07,2026-02-23,21.66
BX-07,2026-02-24,23.02
BX-07,2026-02-25,24.06
BX-07,2026-02-26,24.07
BX-07,2026-02-27,22.88
BX-07,2026-02-28,20.15
BX-07,2026-03-01,21.0
BX-07,2026-03-02,21.29
BX-07,2026-03-03,23.35
BX-07,2026-03-04,26.19
BX-07,2026-03-05,22.53
BX-07,2026-03-06,30.93
BX-08,2020-01-01,4.98
BX-08,2020-01-02,4.45
BX-08,2020-01-03,4.04
BX-08,2020-01-04,5.76
BX-08,2020-01-05,3.99
BX-08,2020-01-06,7.0
BX-08,2020-01-07,5.53
BX-08,2020-01-08,6.74
BX-08,2020-01-09,6.0
BX-08,2020-01-10,7.67
BX-08,2020-01-11,11.26
BX-08,2020-01-12,7.15
BX-08,2020-01-13,8.78
BX-08,2020-01-14,6.74
BX-08,2020-01-15,6.91
BX-08,2020-01-16,5.61
BX-08,2020-01-17,4.67
BX-08,2020-01-18,5.26
BX-08,2020-01-19,6.0
BX-08,2020-01-20,6.05
BX-08,2020-01-21,9.51
BX-08,2020-01-22,7.38
BX-08,2020-01-23,9.13
BX-08,2020-01-24,8.45
BX-08,2020-01-25,7.13
BX-08,2020-01-26,7.24
BX-08,2020-01-27,7.85
BX-08,2020-01-28,9.71
BX-08,2020-01-29,7.02
BX-08,2020-01-30,9.32
BX-08,2020-01-31,4.8
BX-08,2020-02-01,6.7
BX-08,2020-02-02,8.41
BX-08,2020-02-03,13.16
BX-08,2020-02-04,12.44
BX-08,2020-02-05,14.62
BX-08,2020-02-06,13.79
BX-08,2020-02-07,8.36
BX-08,2020-02-08,9.69
BX-08,2020-02-09,8.01
BX-08,2020-02-10,11.84
BX-08,2020-02-11,11.21
BX-08,2020-02-12,6.03
BX-08,2020-02-13,10.29
BX-08,2020-02-14,7.17
BX-08,2020-02-15,8.34
BX-08,2020-02-16,7.8
BX-08,2020-02-17,13.32
BX-08,2020-02-18,9.59
BX-08,2020-02-19,12.47
BX-08,2020-02-20,8.27
BX-08,2020-02-21,9.77
BX-08,2020-02-22,10.69
BX-08,2020-02-23,12.29
BX-08,2020-02-24,7.79
BX-08,2020-02-25,7.89
BX-08,2020-02-26,8.38
BX-08,2020-02-27,9.98
BX-08,2020-02-28,12.44
BX-08,2020-02-29,8.48
BX-08,2020-03-01,11.34
BX-08,2020-03-02,9.01
BX-08,2020-03-03,10.74
BX-08,2020-03-04,8.68
BX-08,2020-03-05,9.49
BX-08,2020-03-06,11.77
BX-08,2020-03-07,11.12
BX-08,2020-03-08,17.42
BX-08,2020-03-09,12.81
BX-08,2020-03-10,12.17
BX-08,2020-03-11,12.37
BX-08,2020-03-12,17.06
BX-08,2020-03-13,12.28
BX-08,2020-03-14,12.31
BX-08,2020-03-15,10.69
BX-08,2020-03-16,11.22
BX-08,2020-03-17,15.64
BX-08,2020-03-18,15.39
BX-08,2020-03-19,14.78
BX-08,2020-03-20,12.27
BX-08,2020-03-21,9.28
BX-08,2020-03-22,14.02
BX-08,2020-03-23,12.74
BX-08,2020-03-24,13.07
BX-08,2020-03-25,10.27
BX-08,2020-03-26,13.33
BX-08,2020-03-27,11.78
BX-08,2020-03-28,15.09
BX-08,2020-03-29,10.34
BX-08,2020-03-30,16.1
BX-08,2020-03-31,13.42
BX-08,2020-04-01,15.94
BX-08,2020-04-02,13.32
BX-08,2020-04-03,14.62
BX-08,2020-04-04,16.14
BX-08,2020-04-05,14.26
BX-08,2020-04-06,16.16
BX-08,2020-04-07,15.84
BX-08,2020-04-08,14.81
BX-08,2020-04-09,19.6
BX-08,2020-04-10,17.71
BX-08,2020-04-11,16.83
BX-08,2020-04-12,16.08
BX-08,2020-04-13,15.55
BX-08,2020-04-14,15.99
BX-08,2020-04-15,16.72
BX-08,2020-04-16,19.93
BX-08,2020-04-17,12.63
BX-08,2020-04-18,14.43
BX-08,2020-04-19,14.11
BX-08,2020-04-20,14.28
BX-08,2020-04-21,18.03
BX-08,2020-04-22,16.13
BX-08,2020-04-23,14.38
BX-08,2020-04-24,14.13
BX-08,2020-04-25,13.96
BX-08,2020-04-26,14.4
BX-08,2020-04-27,14.26
BX-08,2020-04-28,14.94
BX-08,2020-04-29,16.54
BX-08,2020-04-30,18.96
BX-08,2020-05-01,17.8
BX-08,2020-05-02,20.36
BX-08,2020-05-03,15.55
BX-08,2020-05-04,16.36
BX-08,2020-05-05,19.38
BX-08,2020-05-06,17.35
BX-08,2020-05-07,16.37
BX-08,2020-05-08,17.83
BX-08,2020-05-09,18.33
BX-08,2020-05-10,18.14
BX-08,2020-05-11,15.02
BX-08,2020-05-12,13.93
BX-08,2020-05-13,16.01
BX-08,2020-05-14,19.31
BX-08,2020-05-15,17.27
BX-08,2020-05-16,18.74
BX-08,2020-05-17,20.33
BX-08,2020-05-18,22.16
BX-08,2020-05-19,19.54
BX-08,2020-05-20,20.4
BX-08,2020-05-21,22.76
BX-08,2020-05-22,17.5
BX-08,2020-05-23,15.05
BX-08,2020-05-24,19.75
BX-08,2020-05-25,17.41
BX-08,2020-05-26,20.35
BX-08,2020-05-27,16.68
BX-08,2020-05-28,19.38
BX-08,2020-05-29,20.43
BX-08,2020-05-30,21.01
BX-08,2020-05-31,17.42
BX-08,2020-06-01,18.8
BX-08,2020-06-02,21.36
BX-08,2020-06-03,20.69
BX-08,2020-06-04,17.17
BX-08,2020-06-05,21.61
BX-08,2020-06-06,19.81
BX-08,2020-06-07,22.94
BX-08,2020-06-08,18.76
BX-08,2020-06-09,17.36
BX-08,2020-06-10,18.25
BX-08,2020-06-11,16.46
BX-08,2020-06-12,18.48
BX-08,2020-06-13,26.67
BX-08,2020-06-14,21.02
BX-08,2020-06-15,17.95
BX-08,2020-06-16,21.19
BX-08,2020-06-17,25.19
BX-08,2020-06-18,20.97
BX-08,2020-06-19,22.07
BX-08,2020-06-20,17.9
BX-08,2020-06-21,18.31
BX-08,2020-06-22,18.74
BX-08,2020-06-23,21.07
BX-08,2020-06-24,24.4
BX-08,2020-06-25,20.07
BX-08,2020-06-26,21.97
BX-08,2020-06-27,26.82
BX-08,2020-06-28,18.83
BX-08,2020-06-29,17.99
BX-08,2020-06-30,15.05
BX-08,2020-07-01,16.3
BX-08,2020-07-02,17.17
BX-08,2020-07-03,17.2
BX-08,2020-07-04,17.98
BX-08,2020-07-05,21.76
BX-08,2020-07-06,20.11
BX-08,2020-07-07,23.22
BX-08,2020-07-08,24.84
BX-08,2020-07-09,26.7
BX-08,2020-07-10,20.27
BX-08,2020-07-11,17.81
BX-08,2020-07-12,16.61
BX-08,2020-07-13,26.97
BX-08,2020-07-14,23.45
BX-08,2020-07-15,22.8
BX-08,2020-07-16,22.12
BX-08,2020-07-17,20.48
BX-08,2020-07-18,20.32
BX-08,2020-07-19,21.57
BX-08,2020-07-20,22.86
BX-08,2020-07-21,28.0
BX-08,2020-07-22,20.45
BX-08,2020-07-23,18.97
BX-08,2020-07-24,18.49
BX-08,2020-07-25,19.66
BX-08,2020-07-26,20.33
BX-08,2020-07-27,21.18
BX-08,2020-07-28,23.3
BX-08,2020-07-29,19.98
BX-08,2020-07-30,26.16
BX-08,2020-07-31,16.4
BX-08,2020-08-01,19.46
BX-08,2020-08-02,18.59
BX-08,2020-08-03,23.99
BX-08,2020-08-04,22.94
BX-08,2020-08-05,25.27
BX-08,2020-08-06,27.69
BX-08,2020-08-07,21.11
BX-08,2020-08-08,19.88
BX-08,2020-08-09,18.99
BX-08,2020-08-10,25.84
BX-08,2020-08-11,20.1
BX-08,2020-08-12,20.82
BX-08,2020-08-13,25.33
BX-08,2020-08-14,23.87
BX-08,2020-08-15,20.55
BX-08,2020-08-16,20.9
BX-08,2020-08-17,20.09
BX-08,2020-08-18,24.73
BX-08,2020-08-19,23.88
BX-08,2020-08-20,28.3
BX-08,2020-08-21,26.5
BX-08,2020-08-22,25.74
BX-08,2020-08-23,24.13
BX-08,2020-08-24,25.02
BX-08,2020-08-25,26.97
BX-08,2020-08-26,25.94
BX-08,2020-08-27,26.17
BX-08,2020-08-28,24.06
BX-08,2020-08-29,24.0
BX-08,2020-08-30,21.5
BX-08,2020-08-31,22.93
BX-08,2020-09-01,25.66
BX-08,2020-09-02,24.29
BX-08,2020-09-03,20.73
BX-08,2020-09-04,24.83
BX-08,2020-09-05,22.5
BX-08,2020-09-06,25.32
BX-08,2020-09-07,24.12
BX-08,2020-09-08,20.88
BX-08,2020-09-09,18.46
BX-08,2020-09-10,22.26
BX-08,2020-09-11,24.4
BX-08,2020-09-12,25.26
BX-08,2020-09-13,22.7
BX-08,2020-09-14,23.52
BX-08,2020-09-15,22.88
BX-08,2020-09-16,22.55
BX-08,2020-09-17,25.6
BX-08,2020-09-18,23.54
BX-08,2020-09-19,27.89
BX-08,2020-09-20,23.0
BX-08,2020-09-21,20.85
BX-08,2020-09-22,24.18
BX-08,2020-09-23,26.89
BX-08,2020-09-24,26.06
BX-08,2020-09-25,25.2
BX-08,2020-09-26,25.41
BX-08,2020-09-27,25.58
BX-08,2020-09-28,24.51
BX-08,2020-09-29,28.98
BX-08,2020-09-30,23.95
BX-08,2020-10-01,25.81
BX-08,2020-10-02,24.87
BX-08,2020-10-03,25.9
BX-08,2020-10-04,24.47
BX-08,2020-10-05,24.56
BX-08,2020-10-06,21.49
BX-08,2020-10-07,24.57
BX-08,2020-10-08,24.42
BX-08,2020-10-09,23.04
BX-08,2020-10-10,22.55
BX-08,2020-10-11,20.74
BX-08,2020-10-12,22.04
BX-08,2020-10-13,22.6
BX-08,2020-10-14,22.73
BX-08,2020-10-15,23.68
BX-08,2020-10-16,25.3
BX-08,2020-10-17,26.86
BX-08,2020-10-18,32.39
BX-08,2020-10-19,25.81
BX-08,2020-10-20,26.07
BX-08,2020-10-21,25.4
BX-08,2020-10-22,25.68
BX-08,2020-10-23,22.04
BX-08,2020-10-24,23.37
BX-08,2020-10-25,21.59
BX-08,2020-10-26,20.57
BX-08,2020-10-27,22.97
BX-08,2020-10-28,22.44
BX-08,2020-10-29,25.54
BX-08,2020-10-30,24.67
BX-08,2020-10-31,21.98
BX-08,2020-11-01,20.79
BX-08,2020-11-02,21.26
BX-08,2020-11-03,23.12
BX-08,2020-11-04,26.4
BX-08,2020-11-05,27.42
BX-08,2020-11-06,23.52
BX-08,2020-11-07,20.93
BX-08,2020-11-08,22.05
BX-08,2020-11-09,31.34
BX-08,2020-11-10,25.59
BX-08,2020-11-11,22.75
BX-08,2020-11-12,24.27
BX-08,2020-11-13,25.4
BX-08,2020-11-14,27.42
BX-08,2020-11-15,20.2
BX-08,2020-11-16,26.17
BX-08,2020-11-17,20.5
BX-08,2020-11-18,18.87
BX-08,2020-11-19,25.67
BX-08,2020-11-20,22.35
BX-08,2020-11-21,20.33
BX-08,2020-11-22,23.06
BX-08,2020-11-23,21.91
BX-08,2020-11-24,19.61
BX-08,2020-11-25,24.79
BX-08,2020-11-26,17.45
BX-08,2020-11-27,19.03
BX-08,2020-11-28,18.53
BX-08,2020-11-29,19.13
BX-08,2020-11-30,22.92
BX-08,2020-12-01,19.71
BX-08,2020-12-02,23.11
BX-08,2020-12-03,18.73
BX-08,2020-12-04,17.1
BX-08,2020-12-05,16.77
BX-08,2020-12-06,25.94
BX-08,2020-12-07,27.79
BX-08,2020-12-08,30.89
BX-08,2020-12-09,22.17
BX-08,2020-12-10,20.84
BX-08,2020-12-11,18.73
BX-08,2020-12-12,20.88
BX-08,2020-12-13,17.74
BX-08,2020-12-14,15.83
BX-08,2020-12-15,22.24
BX-08,2020-12-16,23.64
BX-08,2020-12-17,23.07
BX-08,2020-12-18,20.91
BX-08,2020-12-19,22.51
BX-08,2020-12-20,19.94
BX-08,2020-12-21,22.71
BX-08,2020-12-22,19.95
BX-08,2020-12-23,22.21
BX-08,2020-12-24,19.05
BX-08,2020-12-25,19.02
BX-08,2020-12-26,18.06
BX-08,2020-12-27,21.15
BX-08,2020-12-28,19.35
BX-08,2020-12-29,18.62
BX-08,2020-12-30,27.14
BX-08,2020-12-31,19.02
BX-08,2021-01-01,19.97
BX-08,2021-01-02,19.67
BX-08,2021-01-03,16.91
BX-08,2021-01-04,16.07
BX-08,2021-01-05,18.55
BX-08,2021-01-06,18.59
BX-08,2021-01-07,19.46
BX-08,2021-01-08,29.5
BX-08,2021-01-09,20.81
BX-08,2021-01-10,20.93
BX-08,2021-01-11,21.54
BX-08,2021-01-12,18.69
BX-08,2021-01-13,23.32
BX-08,2021-01-14,22.39
BX-08,2021-01-15,26.49
BX-08,2021-01-16,20.71
BX-08,2021-01-17,24.41
BX-08,2021-01-18,21.59
BX-08,2021-01-19,18.77
BX-08,2021-01-20,19.83
BX-08,2021-01-21,18.65
BX-08,2021-01-22,16.02
BX-08,2021-01-23,19.77
BX-08,2021-01-24,17.81
BX-08,2021-01-25,17.18
